"Question","Agency","Year","Full Question","Answer","Full Answer","Category","Source","Source Link","Question Link"
"How many total officer and civilian employees were employed by","Rapides Parish Sheriff's Office","1989","How many total officer and civilian employees were employed by Rapides Parish Sheriff's Office in 1989?","210","Rapides Parish Sheriff's Office reportedly employed 210 officer and civilian employees in 1989.","Personnel","FBI Crime Explorer Law Enforcement Employees data","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/le/pe","https://laaclu.shinyapps.io/quick-facts/?fact_id=66599169"
