"Question","Agency","Year","Full Question","Answer","Full Answer","Category","Source","Source Link","Question Link"
"How many people were killed while not committing a violent crime by","Shreveport Police Department","2021","How many people were killed while not committing a violent crime by Shreveport Police Department in 2021?","1","Shreveport Police Department killed 1 person not committing a violent crime in 2021.","Killing","Mapping Police Violence","https://mappingpoliceviolence.org/","https://laaclu.shinyapps.io/quick-facts/?fact_id=81374466"
