"","data_year","ori","pub_agency_name","pub_agency_unit","state_abbr","division_name","region_name","county_name","agency_type_name","population_group_desc","population","male_officer_ct","male_civilian_ct","male_total_ct","female_officer_ct","female_civilian_ct","female_total_ct","officer_ct","civilian_ct","total_pe_ct","pe_ct_per_1000","agency_full_name","agency_name"
"1",2022,"LA0260000","Jefferson",NA,"LA","West South Central","South","JEFFERSON","County","MSA counties 100,000 or over",326226,632,128,760,218,298,516,850,426,1276,3.91,"JEFFERSON PARISH SHERIFF'S OFFICE                 ","Jefferson Parish Sheriff's Office"
"2",2022,"LA0080700","Southern University and A&M College:","Shreveport","LA","West South Central","South","BOSSIER","University or College","Cities under 2,500",0,2,0,2,1,0,1,3,0,3,NA,"SOUTHERN UNIVERSITY AND A & M COLLEGE - SHREVEPORT","Southern University And A & M College - Shreveport"
"3",2022,"LA0110000","Caldwell",NA,"LA","West South Central","South","CALDWELL","County","Non-MSA counties under 10,000",9509,15,1,16,4,8,12,19,9,28,2.94,"CALDWELL PARISH SHERIFF'S OFFICE                  ","Caldwell Parish Sheriff's Office"
"4",2022,"LA0170100","Baker",NA,"LA","West South Central","South","EAST BATON ROUGE","City","Cities from 10,000 thru 24,999",12303,22,2,24,5,9,14,27,11,38,3.09,"BAKER POLICE DEPARTMENT                           ","Baker Police Department"
"5",2022,"LA0050100","Bunkie",NA,"LA","West South Central","South","AVOYELLES","City","Cities from 2,500 thru 9,999",3234,7,2,9,1,5,6,8,7,15,4.64,"BUNKIE POLICE DEPARTMENT                          ","Bunkie Police Department"
"6",2022,"LA0490500","Washington",NA,"LA","West South Central","South","ST LANDRY","City","Cities under 2,500",732,1,0,1,2,1,3,3,1,4,5.46,"WASHINGTON POLICE DEPARTMENT                      ","Washington Police Department"
"7",2022,"LA0630000","West Feliciana",NA,"LA","West South Central","South","WEST FELICIANA","County","MSA counties from 10,000 thru 24,999",15709,24,30,54,5,24,29,29,54,83,5.28,"WEST FELICIANA PARISH SHERIFF'S OFFICE            ","West Feliciana Parish Sheriff's Office"
"8",2022,"LA0100200","Lake Charles",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 50,000 thru 99,999",77054,120,2,122,45,0,45,165,2,167,2.17,"LAKE CHARLES POLICE DEPARTMENT                    ","Lake Charles Police Department"
"9",2022,"LA0270000","Jefferson Davis",NA,"LA","West South Central","South","JEFFERSON DAVIS","County","Non-MSA counties from 10,000 thru 24,999",16779,81,0,81,32,0,32,113,0,113,6.73,"JEFFERSON DAVIS PARISH SHERIFF'S OFFICE           ","Jefferson Davis Parish Sheriff's Office"
"10",2022,"LA0030200","Gonzales",NA,"LA","West South Central","South","ASCENSION","City","Cities from 10,000 thru 24,999",12869,39,0,39,3,5,8,42,5,47,3.65,"GONZALES POLICE DEPARTMENT                        ","Gonzales Police Department"
"11",2022,"LA0310300","Grambling",NA,"LA","West South Central","South","LINCOLN","City","Cities from 2,500 thru 9,999",5076,6,0,6,7,5,12,13,5,18,3.55,"GRAMBLING POLICE DEPARTMENT                       ","Grambling Police Department"
"12",2022,"LA0330000","Madison",NA,"LA","West South Central","South","MADISON","County","Non-MSA counties under 10,000",3681,29,0,29,10,0,10,39,0,39,10.59,"MADISON PARISH SHERIFF'S OFFICE                   ","Madison Parish Sheriff's Office"
"13",2022,"LA0300100","Jena",NA,"LA","West South Central","South","LA SALLE","City","Cities from 2,500 thru 9,999",3760,6,0,6,0,1,1,6,1,7,1.86,"JENA POLICE DEPARTMENT                            ","Jena Police Department"
"14",2022,"LA0100400","Vinton",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 2,500 thru 9,999",2973,8,3,11,2,3,5,10,6,16,5.38,"VINTON POLICE DEPARTMENT                          ","Vinton Police Department"
"15",2022,"LA0370000","Ouachita",NA,"LA","West South Central","South","OUACHITA","County","MSA counties from 25,000 thru 99,999",91592,257,0,257,118,0,118,375,0,375,4.09,"OUACHITA PARISH SHERIFF'S OFFICE                  ","Ouachita Parish Sheriff's Office"
"16",2022,"LA0080400","Haughton",NA,"LA","West South Central","South","BOSSIER","City","Cities from 2,500 thru 9,999",4457,13,0,13,0,1,1,13,1,14,3.14,"HAUGHTON POLICE DEPARTMENT                        ","Haughton Police Department"
"17",2022,"LA0510200","Franklin",NA,"LA","West South Central","South","ST MARY","City","Cities from 2,500 thru 9,999",6408,16,0,16,10,2,12,26,2,28,4.37,"FRANKLIN POLICE DEPARTMENT                        ","Franklin Police Department"
"18",2022,"LA0610100","Port Allen",NA,"LA","West South Central","South","WEST BATON ROUGE","City","Cities from 2,500 thru 9,999",4984,14,0,14,1,1,2,15,1,16,3.21,"PORT ALLEN POLICE DEPARTMENT                      ","Port Allen Police Department"
"19",2022,"LA0510500","Baldwin",NA,"LA","West South Central","South","ST MARY","City","Cities under 2,500",1693,3,0,3,0,0,0,3,0,3,1.77,"BALDWIN POLICE DEPARTMENT                         ","Baldwin Police Department"
"20",2022,"LA0490200","Opelousas",NA,"LA","West South Central","South","ST LANDRY","City","Cities from 10,000 thru 24,999",15447,26,2,28,10,12,22,36,14,50,3.24,"OPELOUSAS POLICE DEPARTMENT                       ","Opelousas Police Department"
"21",2022,"LA0200200","Mamou",NA,"LA","West South Central","South","EVANGELINE","City","Cities from 2,500 thru 9,999",2867,6,1,7,0,4,4,6,5,11,3.84,"MAMOU POLICE DEPARTMENT                           ","Mamou Police Department"
"22",2022,"LA0240400","Grosse Tete",NA,"LA","West South Central","South","IBERVILLE","City","Cities under 2,500",526,1,0,1,0,1,1,1,1,2,3.8,"GROSSE TETE POLICE DEPT                           ","Grosse Tete Police Police Department"
"23",2022,"LA0220400","Georgetown",NA,"LA","West South Central","South","GRANT","City","Cities under 2,500",277,3,0,3,1,1,2,4,1,5,18.05,"GEORGETOWN POLICE DEPARTMENT                      ","Georgetown Police Department"
"24",2022,"LA0510000","St. Mary",NA,"LA","West South Central","South","ST MARY","County","Non-MSA counties from 10,000 thru 24,999",18012,11,0,11,3,0,3,14,0,14,0.78,"ST. MARY PARISH SHERIFF'S OFFICE                  ","St. Mary Parish Sheriff's Office"
"25",2022,"LA0050000","Avoyelles",NA,"LA","West South Central","South","AVOYELLES","County","Non-MSA counties from 25,000 thru 99,999",26182,24,27,51,3,54,57,27,81,108,4.12,"AVOYELLES PARISH SHERIFF'S OFFICE                 ","Avoyelles Parish Sheriff's Office"
"26",2022,"LA0260300","Kenner",NA,"LA","West South Central","South","JEFFERSON","City","Cities from 50,000 thru 99,999",64419,119,18,137,20,44,64,139,62,201,3.12,"KENNER POLICE DEPARTMENT                          ","Kenner Police Department"
"27",2022,"LA0200000","Evangeline",NA,"LA","West South Central","South","EVANGELINE","County","Non-MSA counties from 10,000 thru 24,999",21360,37,2,39,10,21,31,47,23,70,3.28,"EVANGELINE PARISH SHERIFF'S OFFICE                ","Evangeline Parish Sheriff's Office"
"28",2022,"LA0040000","Assumption",NA,"LA","West South Central","South","ASSUMPTION","County","MSA counties from 10,000 thru 24,999",20379,35,19,54,18,24,42,53,43,96,4.71,"ASSUMPTION PARISH SHERIFF'S OFFICE                ","Assumption Parish Sheriff's Office"
"29",2022,"LA0150200","Vidalia",NA,"LA","West South Central","South","CONCORDIA","City","Cities from 2,500 thru 9,999",3771,23,1,24,4,8,12,27,9,36,9.55,"VIDALIA POLICE DEPARTMENT                         ","Vidalia Police Department"
"30",2022,"LA0510600","Chitimacha Tribal",NA,"LA","West South Central","South","NOT SPECIFIED","Tribal","Cities under 2,500",0,5,0,5,6,2,8,11,2,13,NA,"CHITIMACHA TRIBAL POLICE DEPARTMENT               ","Chitimacha Tribal Police Department"
"31",2022,"LA0580000","Vernon",NA,"LA","West South Central","South","VERNON","County","Non-MSA counties from 25,000 thru 99,999",38021,46,21,67,6,38,44,52,59,111,2.92,"VERNON PARISH SHERIFF'S OFFICE                    ","Vernon Parish Sheriff's Office"
"32",2022,"LA0570500","Gueydan",NA,"LA","West South Central","South","VERMILION","City","Cities under 2,500",1124,5,0,5,0,0,0,5,0,5,4.45,"GUEYDAN POLICE DEPT                               ","Gueydan Police Police Department"
"33",2022,"LA0530900","Southeastern Louisiana University",NA,"LA","West South Central","South","TANGIPAHOA","University or College","Cities under 2,500",0,18,0,18,5,5,10,23,5,28,NA,"SOUTHEASTERN LOUISIANA UNIVERSITY POLICE          ","Southeastern Louisiana University Police"
"34",2022,"LA0530500","Independence",NA,"LA","West South Central","South","TANGIPAHOA","City","Cities under 2,500",1666,5,0,5,3,0,3,8,0,8,4.8,"INDEPENDENCE POLICE DEPARTMENT                    ","Independence Police Department"
"35",2022,"LA0400200","Pineville",NA,"LA","West South Central","South","RAPIDES","City","Cities from 10,000 thru 24,999",14407,52,1,53,12,7,19,64,8,72,5,"PINEVILLE POLICE DEPARTMENT                       ","Pineville Police Department"
"36",2022,"LA0450000","St. Charles",NA,"LA","West South Central","South","ST CHARLES","County","MSA counties from 25,000 thru 99,999",51995,192,8,200,56,96,152,248,104,352,6.77,"ST. CHARLES PARISH SHERIFF'S OFFICE               ","St. Charles Parish Sheriff's Office"
"37",2022,"LANPD0000","New Orleans",NA,"LA","West South Central","South","ORLEANS","City","Cities from 250,000 thru 499,999",370128,711,64,775,234,135,369,945,199,1144,3.09,"NEW ORLEANS POLICE DEPARTMENT                     ","New Orleans Police Department"
"38",2022,"LA0270200","Jennings",NA,"LA","West South Central","South","JEFFERSON DAVIS","City","Cities from 2,500 thru 9,999",9664,16,0,16,4,6,10,20,6,26,2.69,"JENNINGS POLICE DEPARTMENT                        ","Jennings Police Department"
"39",2022,"LA0310200","Ruston",NA,"LA","West South Central","South","LINCOLN","City","Cities from 10,000 thru 24,999",22435,30,1,31,5,11,16,35,12,47,2.09,"RUSTON POLICE DEPARTMENT                          ","Ruston Police Department"
"40",2022,"LA0130000","Catahoula",NA,"LA","West South Central","South","CATAHOULA","County","Non-MSA counties under 10,000",8736,19,8,27,3,11,14,22,19,41,4.69,"CATAHOULA PARISH SHERIFF'S OFFICE                 ","Catahoula Parish Sheriff's Office"
"41",2022,"LA0400100","Alexandria",NA,"LA","West South Central","South","RAPIDES","City","Cities from 25,000 thru 49,999",44349,101,3,104,13,29,42,114,32,146,3.29,"ALEXANDRIA POLICE DEPARTMENT                      ","Alexandria Police Department"
"42",2022,"LA0350000","Natchitoches",NA,"LA","West South Central","South","NATCHITOCHES","County","Non-MSA counties from 10,000 thru 24,999",19233,71,14,85,12,42,54,83,56,139,7.23,"NATCHITOCHES PARISH SHERIFF'S OFFICE              ","Natchitoches Parish Sheriff's Office"
"43",2022,"LA0370400","University of Louisiana:","Monroe","LA","West South Central","South","OUACHITA","University or College","Cities under 2,500",0,17,0,17,8,0,8,25,0,25,NA,"UNIVERSITY OF LOUISIANA - MONROE POLICE           ","University Of Louisiana - Monroe Police"
"44",2022,"LA0460100","Greensburg",NA,"LA","West South Central","South","ST HELENA","City","Cities under 2,500",637,5,0,5,0,0,0,5,0,5,7.85,"GREENSBURG POLICE DEPARTMENT                      ","Greensburg Police Department"
"45",2022,"LA036219E","Dillard University",NA,"LA","West South Central","South","ORLEANS","University or College","Cities under 2,500",0,9,5,14,2,4,6,11,9,20,NA,NA,"Dillard University"
"46",2022,"LA0590000","Washington",NA,"LA","West South Central","South","WASHINGTON","County","Non-MSA counties from 25,000 thru 99,999",30802,52,0,52,14,13,27,66,13,79,2.56,"WASHINGTON PARISH SHERIFF'S OFFICE                ","Washington Parish Sheriff's Office"
"47",2022,"LA0580200","New Llano",NA,"LA","West South Central","South","VERNON","City","Cities under 2,500",2056,4,0,4,0,4,4,4,4,8,3.89,"NEW LLANO POLICE DEPARTMENT                       ","New Llano Police Department"
"48",2022,"LA0340000","Morehouse",NA,"LA","West South Central","South","MOREHOUSE","County","MSA counties from 10,000 thru 24,999",15293,77,0,77,39,0,39,116,0,116,7.59,"MOREHOUSE PARISH SHERIFF'S OFFICE                 ","Morehouse Parish Sheriff's Office"
"49",2022,"LA0120000","Cameron",NA,"LA","West South Central","South","CAMERON","County","MSA counties under 10,000",4585,67,2,69,18,10,28,85,12,97,21.16,"CAMERON PARISH SHERIFF'S OFFICE                   ","Cameron Parish Sheriff's Office"
"50",2022,"LA0290000","Lafourche",NA,"LA","West South Central","South","LAFOURCHE","County","MSA counties from 25,000 thru 99,999",77976,150,7,157,83,40,123,233,47,280,3.59,"LAFOURCHE PARISH SHERIFF'S OFFICE                 ","Lafourche Parish Sheriff's Office"
"51",2022,"LA0280100","Broussard",NA,"LA","West South Central","South","LAFAYETTE, ST MARTIN","City","Cities from 10,000 thru 24,999",14103,32,0,32,2,3,5,34,3,37,2.62,"BROUSSARD POLICE DEPARTMENT                       ","Broussard Police Department"
"52",2022,"LA0020200","Oakdale",NA,"LA","West South Central","South","ALLEN","City","Cities from 2,500 thru 9,999",6954,9,0,9,2,5,7,11,5,16,2.3,"OAKDALE POLICE DEPARTMENT                         ","Oakdale Police Department"
"53",2022,"LA0491100","Palmetto",NA,"LA","West South Central","South","ST LANDRY","City","Cities under 2,500",95,1,0,1,0,1,1,1,1,2,21.05,"PALMETTO POLICE DEPARTMENT                        ","Palmetto Police Department"
"54",2022,"LA0280000","Lafayette",NA,"LA","West South Central","South","LAFAYETTE","County","MSA counties from 25,000 thru 99,999",71794,330,125,455,74,199,273,404,324,728,10.14,"LAFAYETTE PARISH SHERIFF'S OFFICE                 ","Lafayette Parish Sheriff's Office"
"55",2022,"LA0490400","Sunset",NA,"LA","West South Central","South","ST LANDRY","City","Cities from 2,500 thru 9,999",3087,6,0,6,1,6,7,7,6,13,4.21,"SUNSET POLICE DEPARTMENT                          ","Sunset Police Department"
"56",2022,"LA0500000","St. Martin",NA,"LA","West South Central","South","ST MARTIN","County","MSA counties from 25,000 thru 99,999",37559,66,46,112,29,55,84,95,101,196,5.22,"ST. MARTIN PARISH SHERIFF'S OFFICE                ","St. Martin Parish Sheriff's Office"
"57",2022,"LA0010000","Acadia",NA,"LA","West South Central","South","ACADIA","County","MSA counties from 25,000 thru 99,999",33913,55,10,65,11,26,37,66,36,102,3.01,"ACADIA PARISH SHERIFF'S OFFICE                    ","Acadia Parish Sheriff's Office"
"58",2022,"LA0320000","Livingston",NA,"LA","West South Central","South","LIVINGSTON","County","MSA counties 100,000 or over",129183,157,64,221,13,105,118,170,169,339,2.62,"LIVINGSTON PARISH SHERIFF'S OFFICE                ","Livingston Parish Sheriff's Office"
"59",2022,"LA0020000","Allen",NA,"LA","West South Central","South","ALLEN","County","Non-MSA counties from 10,000 thru 24,999",12273,24,51,75,2,47,49,26,98,124,10.1,"ALLEN PARISH SHERIFF'S OFFICE                     ","Allen Parish Sheriff's Office"
"60",2022,"LA0490000","St. Landry",NA,"LA","West South Central","South","ST LANDRY","County","Non-MSA counties from 25,000 thru 99,999",49823,104,13,117,44,51,95,148,64,212,4.26,"ST. LANDRY PARISH SHERIFF'S OFFICE                ","St. Landry Parish Sheriff's Office"
"61",2022,"LA0210000","Franklin",NA,"LA","West South Central","South","FRANKLIN","County","Non-MSA counties from 10,000 thru 24,999",19581,79,0,79,18,0,18,97,0,97,4.95,"FRANKLIN PARISH SHERIFF'S OFFICE                  ","Franklin Parish Sheriff's Office"
"62",2022,"LA0290500","Thibodaux",NA,"LA","West South Central","South","LAFOURCHE","City","Cities from 10,000 thru 24,999",15166,42,4,46,6,16,22,48,20,68,4.48,"THIBODAUX POLICE DEPARTMENT                       ","Thibodaux Police Department"
"63",2022,"LA0050800","Evergreen",NA,"LA","West South Central","South","AVOYELLES","City","Cities under 2,500",207,1,0,1,0,0,0,1,0,1,4.83,"EVERGREEN POLICE DEPT                             ","Evergreen Police Police Department"
"64",2022,"LA0320700","French Settlement",NA,"LA","West South Central","South","LIVINGSTON","City","Cities under 2,500",1129,4,0,4,0,0,0,4,0,4,3.54,"FRENCH SETTLEMENT POLICE DEPARTMENT               ","French Settlement Police Department"
"65",2022,"LA0190100","Clinton",NA,"LA","West South Central","South","EAST FELICIANA","City","Cities under 2,500",1342,13,0,13,8,0,8,21,0,21,15.65,"CLINTON POLICE DEPT.                              ","Clinton Police Police Department"
"66",2022,"LA0230200","Jeanerette",NA,"LA","West South Central","South","IBERIA","City","Cities from 2,500 thru 9,999",4655,3,0,3,1,5,6,4,5,9,1.93,"JEANERETTE POLICE DEPARTMENT                      ","Jeanerette Police Department"
"67",2022,"LA0080200","Benton",NA,"LA","West South Central","South","BOSSIER","City","Cities under 2,500",2061,9,0,9,0,1,1,9,1,10,4.85,"BENTON POLICE DEPARTMENT                          ","Benton Police Department"
"68",2022,"LA0070900","Ringgold",NA,"LA","West South Central","South","BIENVILLE","City","Cities under 2,500",1330,4,0,4,2,0,2,6,0,6,4.51,"RINGGOLD POLICE DEPARTMENT                        ","Ringgold Police Department"
"69",2022,"LA0310600","Grambling State University",NA,"LA","West South Central","South","LINCOLN","University or College","Cities under 2,500",0,12,1,13,2,8,10,14,9,23,NA,"GRAMBLING STATE UNIVERSITY POLICE DEPT.           ","Grambling State University Police Police Department"
"70",2022,"LA0530200","Kentwood",NA,"LA","West South Central","South","TANGIPAHOA","City","Cities under 2,500",2200,11,0,11,0,1,1,11,1,12,5.45,"KENTWOOD POLICE DEPARTMENT                        ","Kentwood Police Department"
"71",2022,"LA0560100","Farmerville",NA,"LA","West South Central","South","UNION","City","Cities from 2,500 thru 9,999",3308,8,0,8,4,0,4,12,0,12,3.63,"FARMERVILLE POLICE DEPARTMENT                     ","Farmerville Police Department"
"72",2022,"LA0010200","Rayne",NA,"LA","West South Central","South","ACADIA","City","Cities from 2,500 thru 9,999",7100,19,0,19,2,3,5,21,3,24,3.38,"RAYNE POLICE DEPARTMENT                           ","Rayne Police Department"
"73",2022,"LADI00500","Tunica-Biloxi Tribal",NA,"LA","West South Central","South","NOT SPECIFIED","Tribal","Cities under 2,500",0,11,0,11,2,1,3,13,1,14,NA,"TUNICA-BILOXI TRIBAL POLICE DEPARTMENT            ","Tunica-Biloxi Tribal Police Department"
"74",2022,"LA0050600","Moreauville",NA,"LA","West South Central","South","AVOYELLES","City","Cities under 2,500",948,3,0,3,1,1,2,4,1,5,5.27,"MOREAUVILLE POLICE DEPARTMENT                     ","Moreauville Police Department"
"75",2022,"LA0060200","Merryville",NA,"LA","West South Central","South","BEAUREGARD","City","Cities under 2,500",952,3,1,4,2,2,4,5,3,8,8.4,"MERRYVILLE POLICE DEPARTMENT                      ","Merryville Police Department"
"76",2022,"LA0240100","Maringouin",NA,"LA","West South Central","South","IBERVILLE","City","Cities under 2,500",819,4,0,4,1,1,2,5,1,6,7.33,"MARINGOUIN POLICE DEPARTMENT                      ","Maringouin Police Department"
"77",2022,"LA0150000","Concordia",NA,"LA","West South Central","South","CONCORDIA","County","Non-MSA counties from 10,000 thru 24,999",11322,20,0,20,3,0,3,23,0,23,2.03,"CONCORDIA PARISH SHERIFF'S OFFICE                 ","Concordia Parish Sheriff's Office"
"78",2022,"LA0550000","Terrebonne",NA,"LA","West South Central","South","TERREBONNE","County","MSA counties from 25,000 thru 99,999",75153,179,29,208,74,31,105,253,60,313,4.16,"TERREBONNE PARISH SHERIFF'S OFFICE                ","Terrebonne Parish Sheriff's Office"
"79",2022,"LA0060000","Beauregard",NA,"LA","West South Central","South","BEAUREGARD","County","Non-MSA counties from 25,000 thru 99,999",26344,85,32,117,21,6,27,106,38,144,5.47,"BEAUREGARD PARISH SHERIFF'S OFFICE                ","Beauregard Parish Sheriff's Office"
"80",2022,"LA0200300","Ville Platte",NA,"LA","West South Central","South","EVANGELINE","City","Cities from 2,500 thru 9,999",6387,10,0,10,2,1,3,12,1,13,2.04,"VILLE PLATTE POLICE DEPARTMENT                    ","Ville Platte Police Department"
"81",2022,"LA0100500","Westlake",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 2,500 thru 9,999",4464,8,1,9,2,3,5,10,4,14,3.14,"WESTLAKE POLICE DEPARTMENT                        ","Westlake Police Department"
"82",2022,"LA0160100","Mansfield",NA,"LA","West South Central","South","DE SOTO","City","Cities from 2,500 thru 9,999",4472,11,0,11,5,5,10,16,5,21,4.7,"MANSFIELD POLICE DEPARTMENT                       ","Mansfield Police Department"
"83",2022,"LA0320100","Denham Springs",NA,"LA","West South Central","South","LIVINGSTON","City","Cities from 2,500 thru 9,999",9361,23,0,23,3,8,11,26,8,34,3.63,"DENHAM SPRINGS POLICE DEPARTMENT                  ","Denham Springs Police Department"
"84",2022,"LA0240000","Iberville",NA,"LA","West South Central","South","IBERVILLE","County","MSA counties from 10,000 thru 24,999",12925,77,20,97,5,35,40,82,55,137,10.6,"IBERVILLE PARISH SHERIFF'S OFFICE                 ","Iberville Parish Sheriff's Office"
"85",2022,"LA0320600","Port Vincent",NA,"LA","West South Central","South","LIVINGSTON","City","Cities under 2,500",677,3,0,3,0,0,0,3,0,3,4.43,"PORT VINCENT POLICE DEPT.                         ","Port Vincent Police Police Department"
"86",2022,"LA0520300","Mandeville",NA,"LA","West South Central","South","ST TAMMANY","City","Cities from 10,000 thru 24,999",13245,35,1,36,4,11,15,39,12,51,3.85,"MANDEVILLE POLICE DEPARTMENT                      ","Mandeville Police Department"
"87",2022,"LA0570200","Kaplan",NA,"LA","West South Central","South","VERMILION","City","Cities from 2,500 thru 9,999",4228,8,0,8,5,7,12,13,7,20,4.73,"KAPLAN POLICE DEPARTMENT                          ","Kaplan Police Department"
"88",2022,"LA0610200","Brusly",NA,"LA","West South Central","South","WEST BATON ROUGE","City","Cities from 2,500 thru 9,999",2598,6,0,6,1,0,1,7,0,7,2.69,"BRUSLY POLICE DEPARTMENT                          ","Brusly Police Department"
"89",2022,"LA0010100","Crowley",NA,"LA","West South Central","South","ACADIA","City","Cities from 10,000 thru 24,999",11464,24,0,24,5,6,11,29,6,35,3.05,"CROWLEY POLICE DEPARTMENT                         ","Crowley Police Department"
"90",2022,"LA0500100","Breaux Bridge",NA,"LA","West South Central","South","ST MARTIN","City","Cities from 2,500 thru 9,999",7564,14,0,14,5,1,6,19,1,20,2.64,"BREAUX BRIDGE POLICE DEPARTMENT                   ","Breaux Bridge Police Department"
"91",2022,"LA0200600","Chataignier",NA,"LA","West South Central","South","EVANGELINE","City","Cities under 2,500",262,5,0,5,0,1,1,5,1,6,22.9,"CHATAIGNIER POLICE DEPARTMENT                     ","Chataignier Police Department"
"92",2022,"LA0460000","St. Helena",NA,"LA","West South Central","South","ST HELENA","County","MSA counties from 10,000 thru 24,999",10078,25,2,27,19,0,19,44,2,46,4.56,"ST. HELENA PARISH SHERIFF'S OFFICE                ","St. Helena Parish Sheriff's Office"
"93",2022,"LA0080300","Plain Dealing",NA,"LA","West South Central","South","BOSSIER","City","Cities under 2,500",888,1,0,1,1,4,5,2,4,6,6.76,"PLAIN DEALING POLICE DEPARTMENT                   ","Plain Dealing Police Department"
"94",2022,"LA0610300","Addis",NA,"LA","West South Central","South","WEST BATON ROUGE","City","Cities from 2,500 thru 9,999",7438,14,0,14,0,1,1,14,1,15,2.02,"ADDIS POLICE DEPARTMENT                           ","Addis Police Department"
"95",2022,"LA0090000","Caddo",NA,"LA","West South Central","South","CADDO","County","MSA counties from 25,000 thru 99,999",43358,262,51,313,79,173,252,341,224,565,13.03,"CADDO PARISH SHERIFF'S OFFICE                     ","Caddo Parish Sheriff's Office"
"96",2022,"LA0250000","Jackson",NA,"LA","West South Central","South","JACKSON","County","Non-MSA counties under 10,000",9941,50,0,50,30,0,30,80,0,80,8.05,"JACKSON PARISH SHERIFF'S OFFICE                   ","Jackson Parish Sheriff's Office"
"97",2022,"LA0060100","De Ridder",NA,"LA","West South Central","South","BEAUREGARD, VERNON","City","Cities from 2,500 thru 9,999",9674,25,0,25,3,5,8,28,5,33,3.41,"DERIDDER POLICE DEPARTMENT                        ","Deridder Police Department"
"98",2022,"LA0070000","Bienville",NA,"LA","West South Central","South","BIENVILLE","County","Non-MSA counties from 10,000 thru 24,999",11302,33,10,43,3,19,22,36,29,65,5.75,"BIENVILLE PARISH SHERIFF'S OFFICE                 ","Bienville Parish Sheriff's Office"
"99",2022,"LA0550100","Houma",NA,"LA","West South Central","South","TERREBONNE","City","Cities from 25,000 thru 49,999",32762,72,0,72,12,18,30,84,18,102,3.11,"HOUMA POLICE DEPARTMENT                           ","Houma Police Department"
"100",2022,"LA0490300","Arnaudville",NA,"LA","West South Central","South","ST LANDRY, ST MARTIN","City","Cities under 2,500",999,5,1,6,1,3,4,6,4,10,10.01,"ARNAUDVILLE POLICE DEPARTMENT                     ","Arnaudville Police Department"
"101",2022,"LA0090800","Ida",NA,"LA","West South Central","South","CADDO","City","Cities under 2,500",212,1,0,1,0,0,0,1,0,1,4.72,"IDA POLICE DEPARTMENT                             ","Ida Police Department"
"102",2022,"LA0280400","Duson",NA,"LA","West South Central","South","ACADIA, LAFAYETTE","City","Cities under 2,500",1296,7,0,7,0,0,0,7,0,7,5.4,"DUSON POLICE DEPARTMENT                           ","Duson Police Department"
"103",2022,"LA0500200","St. Martinville",NA,"LA","West South Central","South","ST MARTIN","City","Cities from 2,500 thru 9,999",5402,16,0,16,2,4,6,18,4,22,4.07,"ST. MARTINVILLE POLICE DEPARTMENT                 ","St. Martinville Police Department"
"104",2022,"LA0190300","Wilson",NA,"LA","West South Central","South","EAST FELICIANA","City","Cities under 2,500",354,2,4,6,3,1,4,5,5,10,28.25,"WILSON POLICE DEPT                                ","Wilson Police Police Department"
"105",2022,"LA0240300","White Castle",NA,"LA","West South Central","South","IBERVILLE","City","Cities under 2,500",1595,13,1,14,5,3,8,18,4,22,13.79,"WHITE CASTLE POLICE DEPARTMENT                    ","White Castle Police Department"
"106",2022,"LA0100300","Sulphur",NA,"LA","West South Central","South","CALCASIEU","City","Cities from 10,000 thru 24,999",19581,33,6,39,6,11,17,39,17,56,2.86,"SULPHUR POLICE DEPARTMENT                         ","Sulphur Police Department"
"107",2022,"LA0400000","Rapides",NA,"LA","West South Central","South","RAPIDES","County","MSA counties from 25,000 thru 99,999",63191,347,21,368,55,96,151,402,117,519,8.21,"RAPIDES PARISH SHERIFF'S OFFICE                   ","Rapides Parish Sheriff's Office"
"108",2022,"LA0400700","Woodworth",NA,"LA","West South Central","South","RAPIDES","City","Cities under 2,500",1698,6,0,6,1,2,3,7,2,9,5.3,"WOODWORTH POLICE DEPARTMENT                       ","Woodworth Police Department"
"109",2022,"LA0180100","Lake Providence",NA,"LA","West South Central","South","EAST CARROLL","City","Cities from 2,500 thru 9,999",3661,6,4,10,2,3,5,8,7,15,4.1,"LAKE PROVIDENCE POLICE DEPARTMENT                 ","Lake Providence Police Department"
"110",2022,"LA0050300","Simmesport",NA,"LA","West South Central","South","AVOYELLES","City","Cities under 2,500",1425,4,0,4,0,0,0,4,0,4,2.81,"SIMMESPORT POLICE DEPT.                           ","Simmesport Police Police Department"
"111",2022,"LA0580100","Leesville",NA,"LA","West South Central","South","VERNON","City","Cities from 2,500 thru 9,999",5382,11,0,11,6,7,13,17,7,24,4.46,"LEESVILLE POLICE DEPARTMENT                       ","Leesville Police Department"
"112",2022,"LA0020300","Oberlin",NA,"LA","West South Central","South","ALLEN","City","Cities under 2,500",1343,5,0,5,0,2,2,5,2,7,5.21,"OBERLIN POLICE DEPARTMENT                         ","Oberlin Police Department"
"113",2022,"LA0310700","Louisiana Tech University",NA,"LA","West South Central","South","LINCOLN","University or College","Cities under 2,500",0,17,0,17,1,2,3,18,2,20,NA,"LOUISIANA TECH UNIVERSITY POLICE                  ","Louisiana Tech University Police"
"114",2022,"LA0150100","Ferriday",NA,"LA","West South Central","South","CONCORDIA","City","Cities from 2,500 thru 9,999",3041,8,1,9,3,4,7,11,5,16,5.26,"FERRIDAY POLICE DEPARTMENT                        ","Ferriday Police Department"
